smiles,logSolubility,split
NC(N)=NC#N ,-0.31,train
ClC(Cl)(Cl)N(=O)=O,-2.0,train
Clc1cccc(Cl)c1c2ccccc2 ,-5.21,train
COc1ccc(C=O)cc1,-1.49,train
CC(=O)Nc1ccc(cc1)N(=O)=O,-2.692,train
CCCCCCC(=O)OCC,-2.74,train
CC(=O)Nc1ccc(O)cc1,-1.03,train
c2ccc1[nH]ncc1c2 ,-2.16,val
CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,-4.31,val
Nc2nc1[nH]cnc1c(=O)[nH]2 ,-3.583,val
COC(=O)C,0.46,train
CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,-4.743,val
CCCC(O)C=C,-0.59,train
OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,-3.931,val
CCCCOCCCC,-1.85,train
CCCCCCCCCCCCO,-4.8,train
CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,-3.36,train
CCCC(C)(C)O,-0.49,train
Nc1nc(=O)[nH]cc1F,-0.972,train
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,-3.84,train
CCCCCC(C)(C)O,-1.72,train
Cc1c(C)c(C)c(C)c(C)c1C,-5.23,train
CC(C)c1ccc(C)cc1O,-2.22,train
c2cnc1ncncc1n2,0.02,train
CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,-4.66,train
C,-0.9,train
c2ccc1NCCc1c2 ,-1.04,val
O=N(=O)c1cccc2ccccc12,-3.54,train
CCC(C)C(=O)C,-0.67,train
Nc1nc(O)nc2nc[nH]c12 ,-3.401,val
OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,-4.445,val
CN(=O)=O,0.26,train
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-4.88,train
C=CCCC=C,-2.68,train
c2ccc1[nH]ccc1c2,-1.52,train
CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,-3.69,val
CCCCC=C,-3.23,train
Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,-3.79,train
CCC1CCCCC1,-4.25,train
CCCCCCCC(=O)C,-2.58,train
COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,-3.88,val
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38,train
CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ,-4.114,train
CNC(=O)Oc1cccc2ccccc12,-3.224,train
C#C,0.29,train
Cc1cncc(C)c1,0.38,train
C1C=CCC=C1,-2.06,val
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.518,train
CC(O)c1ccccc1,-0.92,train
CC(Cl)CCl,-1.6,train
CCCC=C(CC)C=O,-2.46,train
CCOP(=S)(OCC)SCCSCC,-4.23,train
CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.284,train
Clc1ccc(cc1)c2c(Cl)cccc2Cl ,-6.14,train
Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,-6.02,val
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,-4.46,train
c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,-6.6370000000000005,train
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.24,train
Cc1cc(C)cc(C)c1,-3.4,train
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,-5.115,train
CCCCCCCCCCCCCCCO,-6.35,train
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,-7.39,train
O=C1NC(=O)NC(=O)C1(C)C,-1.742,train
CC(C)I,-2.09,train
O=N(=O)c1ccccc1N(=O)=O,-3.1,train
CC(C)C(=O)C,-0.12,train
CCCCCCCCCCCCCCCC,-8.4,train
CC12CCC(CC1)C(C)(C)O2,-1.74,val
Cc2cccc3sc1nncn1c23 ,-2.07,val
CCCCCCC(=O)C,-2.05,train
CCCCCCCCC(=O)OC,-3.38,train
Fc1ccc(F)cc1,-1.97,train
O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,-2.676,val
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.68,train
CCO,1.1,train
O=C2NC(=O)C1(CCCC1)C(=O)N2,-2.349,val
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,-1.83,train
CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ,-5.24,train
CN(C)C(=O)NC1CCCCCCC1,-2.218,train
ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,-6.8,val
CCCCCCCCBr,-5.06,train
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,-4.883,val
CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ,-0.364,train
CCC(O)CC,-0.24,train
Cc1ccc(cc1)N(=O)=O,-2.49,train
CC(C)CCCO,-1.14,train
CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,-4.57,train
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,-4.93,train
Nc2cnn(c1ccccc1)c(=O)c2Cl,-2.878,train
CCC(C)(C)O,0.15,train
Cc1ccc(O)cc1,-0.73,train
CCOC=O,0.15,train
CN(C)c1ccccc1,-1.92,train
C1CCC2CCCCC2C1,-5.19,val
CCCCS,-2.18,train
c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,-7.8,val
ClC(=C(Cl)Cl)Cl,-2.54,train
CCC(=O)CC,-0.28,train
C=CC#N,0.15,train
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.613,train
CCCCC(=O)C,-0.8,train
CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239,train
CCCCC(C)CC,-5.16,train
BrCCBr,-1.68,train
CNC(=O)Oc1ccccc1C(C)C,-2.863,train
O=C1NCCN1c2ncc(s2)N(=O)=O,-3.22,val
C1c2ccccc2c3ccc4ccccc4c13,-6.68,val
COc1ccccc1Cl,-2.46,train
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.09,train
ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,-5.03,train
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,-7.2,train
COC(=O)C=C,-0.22,train
CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,-4.89,train
N(=Nc1ccccc1)c2ccccc2,-4.45,val
CC(C)c1ccc(C)cc1,-3.77,train
Oc1c(Cl)cccc1Cl,-1.79,train
OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,0.79,val
OC1C(O)C(O)C(O)C(O)C1O,0.35,train
Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,-0.17,train
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,-2.111,train
CCC(O)(CC)CC,-0.85,train
CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,-5.41,val
Brc1ccccc1Br,-3.5,train
Oc1c(Cl)cc(Cl)cc1Cl,-2.34,train
CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,-5.16,train
C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,-4.799,val
CC(C)C(=O)C(C)C,-1.3,train
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,-2.593,train
c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),-2.943,val
Cn1cnc2n(C)c(=O)n(C)c(=O)c12,-0.8759999999999999,train
CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,-4.173,val
Cc1ccc(O)cc1C,-1.38,train
O(c1ccccc1)c2ccccc2,-3.96,train
Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,-8.56,train
NC(=O)c1cccnc1 ,0.61,train
Sc1ccccc1,-2.12,train
CNC(=O)Oc1cc(C)cc(C)c1,-2.5810000000000004,train
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.86,val
CSSC,-1.44,train
NC(=O)c1ccccc1,-0.96,train
Clc1ccccc1Br,-3.19,train
COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,-0.742,val
CCCCC(O)CC,-1.47,train
CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 ,-4.553999999999999,train
Oc1cc(Cl)cc(Cl)c1,-1.34,train
Cc1cccc2c1ccc3ccccc32,-5.85,train
CCCCC(CC)CO,-2.11,train
CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,-4.2860000000000005,train
Cc1ccccc1,-2.21,train
Clc1cccc(n1)C(Cl)(Cl)Cl,-3.76,train
C1CCC=CCC1,-3.18,val
CN(C)C(=S)SSC(=S)N(C)C ,-3.9,train
COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,-3.2460000000000004,val
CCCCCCCCCCO,-3.63,train
CCC(C)(C)CC,-4.23,train
CNC(=O)C(C)SCCSP(=O)(OC)(OC),1.144,train
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.15,train
CCCC=O,-0.01,train
CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O ,-4.9,train
CCCC,-2.57,train
COc1ccccc1O,-1.96,train
CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,-4.099,train
ClC(Cl)C(Cl)(Cl)Cl,-2.6,train
CCOC(=O)c1ccccc1C(=O)OCC,-2.35,train
CC(C)CO,0.1,train
CC(C)Cc1ccccc1,-4.12,train
ICI,-2.34,train
CCCC(O)CCC,-1.4,train
CCCCCOC(=O)C,-1.89,train
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-3.37,train
CCCc1ccccc1,-3.37,train
FC(F)(Cl)C(F)(F)Cl,-2.74,train
CC=CC=O,0.32,train
CN(C)C(=O)N(C)C ,0.94,train
Cc1cc(C)c(C)cc1C,-4.59,train
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,-4.8,train
CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,-3.35,train
c1ccccc1NC(=O)c2c(O)cccc2,-3.59,train
CCN(CC)C(=S)SCC(Cl)=C,-3.39,train
ClCC,-1.06,train
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24,train
O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,-3.46,val
CC/C=C\C,-2.54,train
CNC(=O)ON=C(CSC)C(C)(C)C ,-1.62,train
O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,-2.982,val
c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,-4.24,train
Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,-3.62,val
O=C(c1ccccc1)c2ccccc2,-3.12,val
CCCCCCCCCCCCCCCCCCCC,-8.172,train
N(Nc1ccccc1)c2ccccc2 ,-2.92,val
CCC(CC)CO,-1.17,train
Oc1ccncc1,1.02,train
Cl\C=C/Cl,-1.3,train
CC1CCCC1,-3.3,train
CC(C)CC(C)O,-0.8,train
O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 ,-3.928,train
CC(C)(C)CO,-0.4,train
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3.61,val
Cc1cc(no1)C(=O)NNCc2ccccc2,-2.461,val
CC=C,-1.08,train
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,-3.953,train
CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,-4.632,val
O=C1c2ccccc2C(=O)c3ccccc13,-5.19,val
CCCCCCC(C)O,-2.09,train
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281,val
CCCCc1ccccc1,-4.06,train
O=C1NC(=O)C(=O)N1 ,-0.4,val
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.237,val
NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-3.451,val
CC(C)COC(=O)C,-1.21,train
CC(C)C(C)(C)C,-4.36,train
Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl ,-7.66,train
N#Cc1ccccc1C#N,-2.38,train
Cc1cccc(c1)N(=O)=O,-2.44,train
FC(F)(F)C(Cl)Br ,-1.71,train
CNC(=O)ON=C(SC)C(=O)N(C)C,0.106,train
CCSCCSP(=S)(OC)OC,-3.091,train
CCC(C)C,-3.18,train
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522,train
